id,tratamiento,edad,escolaridad,tamano_hogar,zona_rural,linea_base_consumo,comidas_dia,dias_sin_comida,variedad_dieta,gasto_alimentos,come_proteina,reservas_grano,consumo_total,consumo_no_alimentario,gasto_salud,gasto_educacion,gasto_vestido,valor_activos,tiene_refrigerador,tiene_bicicleta,num_animales,valor_herramientas,tiene_celular,calidad_vivienda,tiene_tierra,valor_ahorro,indice_estres,dias_ansiedad,satisfaccion_vida,calidad_sueno,apoyo_social,autoeficacia,optimismo_futuro,dias_animo_bajo,concentracion,energia_diaria,relaciones_familiares,sentido_control,ingreso_mensual,ingreso_laboral,ingreso_negocio,ventas_mes,horas_trabajadas,num_empleos,estabilidad_empleo,anios_escolaridad_hijos,asistencia_escolar,gasto_utiles,tareas_supervisadas,dias_falta_escuela,repitio_anio,calificacion_promedio,libros_hogar,horas_estudio,inscrito_secundaria
954,0,41,6,4,0,1312,36.74,1,43.21,966,1,51.19,542,2151,2423,497,1217,1350,1,0,3,NA,0,35.98,0,757,50.99,3,45.67,47.79,NA,43.21,42.03,3,55.98,51.9,61.58,31.39,1724,2234,1619,1056,52.29,6,64.03,60.63,NA,3684,65.82,3,1,49.15,6,58.12,1
955,0,18,7,3,1,4872,62.33,2,54.52,1224,0,60.68,1493,2758,1407,NA,1238,2272,0,0,4,1573,1,39.79,1,3974,53.57,1,55.15,57.8,58.29,40.88,57.22,1,NA,51.81,67.87,50.29,830,1044,NA,1385,39.28,4,NA,53.2,1,3460,60.48,4,0,37.41,4,56.93,1
956,1,27,15,6,1,2640,45.22,3,57.76,1637,1,53.05,989,1335,1088,1248,1604,646,0,0,6,1036,0,40.91,1,1660,43.57,3,35.36,47.37,56.55,46.61,49.89,NA,58.2,56.02,45.5,50.66,517,545,1459,476,38.48,NA,51.34,49.95,0,1687,34.66,4,0,37.26,2,37.43,0
957,1,56,18,8,0,3257,48.38,3,70.16,907,1,38.23,633,2385,1812,NA,4624,1215,0,0,NA,1788,0,59.4,1,799,60.68,2,46.89,38.04,51.06,62.82,36.69,3,55.51,50.32,NA,NA,884,NA,NA,986,NA,4,65.87,38.61,0,1219,41.59,3,1,31.17,2,26.58,NA
958,1,27,12,2,1,1235,46.98,3,34.43,827,1,39.78,4375,4696,3254,1662,2953,1147,0,1,5,1417,1,NA,1,1589,35.13,5,NA,37.34,28.67,42.53,56.28,6,48.53,48.4,58.54,NA,NA,1366,1651,2141,65.82,1,NA,43.84,0,729,46.07,2,1,52.08,3,57.05,0
959,0,37,6,3,0,1027,59.77,1,56.08,1677,1,46.19,3429,1637,1890,1470,1240,956,0,0,2,2429,NA,NA,1,1458,45.88,3,39.3,59.03,56.93,NA,60.24,1,45.41,37.91,50.57,55.25,1204,2320,1751,1192,50.81,2,45.01,56.63,0,2614,52.58,2,0,43.69,4,66.13,NA
960,1,31,11,7,1,1557,52.17,3,65.07,1458,1,65.61,690,908,1148,1351,1862,3821,1,0,3,NA,NA,65.31,0,1639,56.61,1,37.27,35.39,NA,42.07,48.6,5,52.97,30.53,40.72,50.11,2009,2326,1178,867,56.49,3,64.33,58.35,1,NA,53.77,5,NA,46.17,3,53.49,0
961,0,46,4,7,1,1357,48.84,3,48.3,NA,0,36.82,966,1526,1030,587,855,1059,1,NA,4,NA,1,58.49,0,2245,54.17,4,45.31,48.62,NA,NA,36.67,NA,44.6,21.88,37.56,37.06,1015,951,1427,1598,50.47,0,60.98,33.19,0,513,37.48,6,NA,36.13,1,NA,0
962,0,30,7,1,1,1667,50.75,2,48.49,816,1,67.05,1552,5393,2254,743,5338,1297,1,1,NA,3689,1,NA,1,NA,37.68,3,61.25,58.77,47.3,46.97,56.57,NA,57.51,NA,52.66,56.12,609,1852,1042,635,35.24,1,41.74,45.96,0,1775,52.05,2,1,53.01,3,53.4,1
963,0,46,6,5,0,1432,51.18,7,39.59,787,1,39.25,880,892,NA,1836,1275,1053,0,NA,2,NA,0,56.05,NA,1267,66.06,2,45.99,34.39,43.12,33.12,64.38,2,47.78,64.16,51.99,58.6,914,994,1065,894,37.33,3,40.93,32.63,0,841,53.68,4,1,49.33,1,35.02,NA
964,0,46,9,4,1,2578,43.86,3,48.52,1806,1,48.49,1292,1698,1460,3254,2684,1299,1,1,5,NA,0,37.92,0,2319,57.83,2,36.73,44.86,40.32,41.54,NA,3,33.37,54.76,30.03,49.77,2453,1339,NA,1398,51,5,51.47,42.9,0,1084,37.33,5,0,25.93,NA,NA,1
965,0,33,8,6,1,2315,NA,4,47.07,954,0,47.92,3535,1652,2182,1007,2307,2107,0,NA,2,3093,1,57.37,1,1804,51.38,2,NA,53.09,50.77,70.14,56.36,0,47.32,61.87,48.76,48.77,519,1061,1289,1132,35.87,2,68.97,42.99,1,1356,40.71,1,NA,40.48,0,60.96,1
966,0,34,9,3,0,2606,50.21,3,57.08,1884,0,56.66,521,486,NA,692,275,1408,NA,0,NA,796,0,49.6,0,2184,55.33,4,52.99,59.14,31.27,58.88,59.98,6,24.94,46.68,43.59,41.65,638,1142,NA,945,40.56,4,49.2,58.07,0,1842,40.82,1,0,54.61,1,62.65,1
967,1,53,6,1,0,2044,60.9,5,54.36,1507,0,56.65,NA,2638,2226,1679,3177,1938,NA,NA,6,NA,1,66.99,1,2000,44.81,4,39.77,42.42,46.66,52.26,46.43,2,41.24,40.94,56.23,45.51,1119,809,1106,907,71.29,5,48.54,57.2,1,2662,62.94,NA,NA,49.39,4,NA,1
968,0,46,2,5,0,881,46.53,3,43.41,806,0,49.08,NA,2469,1806,952,1467,511,1,NA,0,NA,0,33.38,1,466,52.34,5,47.54,56.83,40.39,45.26,44.85,5,45.59,40.23,50.44,46.9,NA,705,2406,1124,51.74,5,25.72,NA,1,981,64.93,4,0,64.3,5,63.51,0
969,0,39,4,3,0,1468,39.93,3,42.3,1680,0,32.97,873,236,NA,1380,1132,264,1,0,3,1084,0,NA,1,NA,54.58,3,66.55,33.53,63.56,42.37,52.3,NA,42.42,56.95,57.45,50.29,735,1404,1037,916,52.96,1,39.18,53.14,0,1054,55.83,2,0,49.21,4,48.05,NA
970,0,33,8,8,1,1164,47.4,5,41.6,NA,0,57.27,1688,640,1540,750,600,1326,1,1,1,987,0,61.41,1,NA,49.95,2,63.85,28.35,NA,52.54,55.24,4,53.7,44.34,56.72,57.9,1045,753,646,785,50.93,3,59.57,51.2,0,782,34.99,6,1,48.92,2,35.53,0
971,1,35,2,7,0,1685,50.1,2,42.82,856,0,51.39,9403,6457,3037,1608,2417,2872,NA,1,0,594,0,51.65,1,1073,56.32,3,51.18,35.08,50.38,59.19,44.88,3,47.66,55.13,51.36,NA,2575,1833,2304,2667,58.2,2,45.17,28.28,1,759,33.42,NA,0,32.3,2,38.19,0
972,0,60,18,6,0,4812,58.79,2,60.31,1035,1,58.94,1971,1562,821,833,1540,1747,1,1,3,1900,0,50.37,NA,946,65.32,2,38.56,61.65,59.45,54.33,48.11,5,46.63,54.42,52.18,58.91,820,1056,785,950,47.94,5,39.44,49.13,0,882,34.88,2,1,34.33,0,NA,NA
973,0,34,4,4,1,2123,NA,4,53.09,1710,1,43.26,1599,1132,1784,965,925,436,1,0,4,342,0,60.2,0,1001,46.29,5,56.94,NA,61.9,62.19,48.87,4,50.52,66.47,59.93,56.79,969,1016,1418,857,39.69,2,44.25,61.13,0,1705,58.15,2,1,52.14,3,70.69,0
974,1,57,6,5,1,2628,66.35,5,44.51,2160,NA,64.97,1538,2075,1884,1203,1524,1692,0,0,5,NA,1,63.38,1,3438,43.57,3,45.18,40.15,NA,47.98,45.21,2,47.44,NA,54.73,NA,3620,NA,2634,1632,49.47,6,68.08,NA,1,850,40.79,1,1,48.52,0,42.8,NA
975,0,31,10,6,0,2343,51.04,NA,51.3,1029,NA,52.89,897,1238,1386,949,618,913,0,1,1,NA,1,43.33,0,729,43.16,1,36.13,53.02,NA,49.77,31.71,2,41.29,43.53,60.85,58.42,1428,849,1225,839,39.11,NA,64.21,54.31,1,1737,62.15,3,0,61.84,6,64.27,1
976,1,48,1,4,1,1751,43.02,6,47.06,1453,NA,62.02,1669,1111,1296,1617,382,1079,1,0,6,NA,0,58.18,1,1256,71.87,5,35.09,29.32,52.21,42.11,57.22,5,62.85,48.3,46.49,63.79,972,1447,1102,1246,45.94,5,54.61,70.32,1,1186,50.94,1,1,42.42,4,53.27,0
977,1,32,10,4,0,913,41.87,6,51.28,758,0,45.7,749,1104,621,670,834,1054,0,1,3,1171,NA,68.34,0,726,61.85,4,44.14,45.18,NA,44.82,26.21,5,37.18,44.38,49.59,50.17,2013,2307,1559,1244,61.33,4,44,49.21,1,2297,67.44,1,NA,48.14,3,71.47,1
978,0,45,7,2,0,2008,42.61,3,33.24,2763,0,32.79,709,948,548,809,1025,919,0,1,1,NA,0,33.91,0,758,58.76,3,49.3,54.35,NA,51.19,33.1,4,36.78,47.66,55.99,47.89,1863,830,1298,1355,50.36,3,39.98,44.97,0,954,49.74,5,0,43.96,1,42.88,1
979,0,55,15,1,1,4597,55.15,3,83.24,1671,1,40.13,1237,834,1844,3893,2350,NA,1,1,8,NA,1,56.2,NA,2598,NA,1,42.51,54.34,47.32,29.71,NA,4,45.57,43.94,61.07,58.57,1515,2261,3235,NA,54.33,3,86.08,74.7,1,2381,62.9,1,0,NA,5,64.3,1
980,0,51,18,4,1,1614,44.47,4,42.11,1788,1,50.12,891,1584,929,1356,984,3088,0,1,3,1938,1,56.45,0,870,49.97,3,37.09,77.04,43.58,37.45,58.51,2,66.31,57.8,NA,53.19,1465,NA,1743,1947,43.82,1,51.66,NA,0,1411,65.35,1,0,44.09,5,56.62,NA
981,0,58,7,4,1,1550,42.21,0,30.79,1973,0,60.15,NA,2708,571,1090,617,530,NA,0,NA,1234,0,37.98,0,1366,59.41,2,53.76,61.64,56.26,47.28,64.26,5,30.42,47.84,43.22,52.13,655,645,675,405,50.42,NA,33.55,NA,1,2164,43.39,4,0,34.69,1,41.49,0
982,0,32,6,1,1,2971,38.49,6,46.26,419,1,NA,1183,1468,1068,1591,1377,1077,1,1,NA,NA,0,63.4,0,2057,42.79,7,NA,41.6,50.9,19.07,37.12,3,23.21,51.89,51.76,39.86,751,1085,1621,1060,58.29,1,52.82,NA,1,748,43.1,NA,0,46,3,33.74,1
983,0,34,11,5,1,5940,53.15,1,50.88,1663,0,32.46,2069,1582,2623,1447,4382,2046,1,0,4,1118,1,41.47,1,1653,42.77,5,NA,56.13,45.07,33.64,48.43,3,36.14,NA,53.98,49.5,582,419,609,639,45.44,5,40.89,49.22,0,2759,61.99,2,0,51.67,5,53.29,NA
984,0,56,2,2,1,1432,NA,4,47.02,500,0,44.37,NA,1076,1065,NA,1873,2517,NA,1,0,1365,1,54.48,NA,1903,NA,6,NA,36.86,51.5,41.57,NA,5,48.29,28.1,41.34,54.45,1257,933,NA,907,52.83,1,48.36,NA,0,455,42.93,5,0,44.77,4,39.09,1
985,1,42,9,5,0,2998,32.73,7,47.72,610,0,35.79,NA,1682,1349,1953,1796,NA,1,1,NA,3004,1,60.2,NA,1852,NA,3,49.77,65.34,NA,54.91,61.62,6,46.29,57.05,43.72,37.99,700,1003,810,1500,53.83,5,42.71,61.18,0,1226,57.83,3,0,58.35,4,65.72,NA
986,0,60,3,2,0,2105,64.6,0,43.8,1071,1,48.64,818,647,1090,1858,2304,3648,0,NA,3,1821,0,47.25,1,NA,54.37,5,38.17,38.35,NA,58.08,35.9,2,51.53,57.01,NA,42.59,NA,1210,1637,2239,64.88,1,51.54,NA,0,3111,49.16,5,1,55.7,2,46.88,0
987,1,45,5,1,1,1048,39.72,NA,35.6,346,1,30.85,609,505,721,506,693,1702,1,0,2,799,0,43.9,0,508,43.96,3,53.87,53.73,69.85,52.69,46.89,2,50.31,58.97,NA,51.43,2059,1570,1564,NA,53.96,NA,46.32,51.46,0,862,41.36,3,1,51.4,2,NA,1
988,0,60,10,3,0,1861,56.88,3,46.35,3068,0,51.91,1911,1743,NA,3444,1648,1211,0,NA,4,1205,1,50.73,1,1228,50.36,2,39.42,38.5,56.45,NA,58.34,2,60,51.41,57.89,66.43,1141,445,925,1231,67.2,6,68.95,NA,0,1246,38.61,4,1,39.81,2,44.82,0
989,0,55,7,4,1,2389,NA,1,44.65,1361,0,56.77,1878,2642,576,2946,1186,1583,0,1,2,1095,1,39.59,0,1131,53.81,3,NA,77.1,49.15,53.24,49.29,5,52.59,47.63,48.57,44.22,640,784,682,620,36.22,2,54.78,62.91,0,2099,59.98,NA,0,56.34,5,53.2,0
990,0,37,3,3,1,3677,58.89,3,49.96,6861,0,71.71,1073,891,1478,661,1159,1719,0,1,2,602,0,36.84,0,1248,44.97,3,61.16,50.36,NA,37.99,44.85,1,NA,45.4,45.02,58.63,1794,1771,NA,1750,55.96,4,26.3,58.79,1,1729,67.72,2,1,70.45,4,59.48,NA
991,0,52,14,3,1,1814,64.49,2,41.4,NA,1,58.24,1230,1867,1501,1811,636,3091,1,1,4,6857,1,61.17,0,NA,56.38,NA,38.25,32.67,46.76,63.27,NA,2,56.64,50.21,37.64,50.79,1102,734,1073,1502,55.15,1,39.74,74.55,1,3048,59.16,NA,NA,57.26,2,46.09,0
992,1,41,5,5,1,751,43.16,3,41.31,1793,0,43.9,478,691,2223,990,NA,932,1,1,0,1089,NA,54.01,0,690,46.5,2,49.9,51.02,34.66,34.25,46.48,3,59.27,NA,71.95,59.09,1607,1853,1674,1179,44.54,3,18.25,NA,0,662,42.8,4,NA,45.55,3,38.49,0
993,1,18,4,2,1,4274,38.32,5,56.05,1879,1,49.92,1335,1023,2114,1147,883,1517,0,1,4,1527,NA,NA,1,1918,53.59,2,56.76,48.12,61.22,NA,49.33,3,37.16,64.85,NA,50.88,2260,1906,2287,1612,58.33,5,40.39,53.65,0,1842,34.61,3,0,46.14,5,51.15,1
994,0,24,8,7,1,1408,44.08,2,50.31,639,1,37.67,1430,824,1268,2270,521,1507,1,0,3,1782,1,56.24,0,1765,64.93,4,56.92,47.56,29.82,45.79,46.74,3,58.12,39.7,48.89,56.01,NA,1898,2174,2008,66.39,1,48.41,51,0,1783,73.17,4,0,44.99,0,32.8,1
995,0,32,7,5,1,2362,62.65,3,46.48,1919,0,58.99,NA,1809,942,1301,NA,448,0,0,2,656,0,30.53,1,784,70.65,4,42.89,58.34,50.59,8.93,33.26,5,57.59,41.19,52.43,NA,2020,1746,1517,911,48.17,1,33.1,NA,0,3338,47.78,1,1,65.2,3,50.51,NA
996,1,18,13,7,1,1770,64.07,2,39.08,1993,0,53.44,1698,907,NA,1986,1556,550,1,1,3,6414,1,54.62,NA,1570,NA,3,48,51.32,64.06,54.59,45.88,5,45.18,43.72,76.33,37.68,1367,963,1125,1153,39.38,0,56.43,60.85,0,1312,55.33,2,1,NA,3,NA,0
997,1,55,0,10,1,1807,55.75,5,39.63,1172,1,48.38,1451,884,1409,1055,1312,2969,NA,1,5,1746,0,50,0,1269,53.53,3,NA,39.63,53,59.26,44.93,5,53.89,69.75,31.58,NA,1446,788,629,1084,39.96,5,NA,65.32,1,2618,55.16,4,NA,45.12,1,49.7,NA
998,1,39,6,9,0,623,56.39,4,54.85,665,0,66.54,NA,1697,1058,763,1183,998,NA,0,2,945,0,33.05,1,1760,32.22,2,51.95,41.86,64.06,60.17,48.04,3,43.66,60.11,47.16,43.32,1450,817,1089,973,58.82,3,60.34,55.83,1,692,42.64,2,1,44.5,3,42.89,NA
999,0,28,12,5,1,2228,55.65,4,51.7,1055,0,62.12,1707,1943,1348,1491,1253,636,1,1,3,1251,1,34.6,0,829,34.38,6,51.78,55.48,54.72,40.29,53.61,2,69.15,54.03,57.87,43.33,1796,1668,NA,2000,40.34,2,67.53,52.86,1,680,44.35,3,1,53.22,4,46.43,1
1000,0,56,14,4,1,1747,69.95,4,58.31,3392,0,63.54,544,1168,1117,1158,511,2853,1,0,3,2219,NA,60.23,0,NA,51.1,2,46.92,60.21,63.67,49.49,NA,3,67.02,45.88,49.58,NA,1430,3572,2576,3371,46.67,2,51.09,57.1,1,2030,69.93,4,1,NA,4,45.54,0
1001,1,23,5,5,0,3215,49.61,2,29.07,1156,1,49.35,1709,1052,941,851,1827,1249,0,0,4,NA,1,55.47,1,NA,64.62,5,47.85,34.43,NA,63.51,46.8,NA,37.82,NA,47.77,NA,2217,1556,3270,1528,NA,3,56.92,49.16,0,1304,48.21,6,0,51.5,3,37.52,1
1002,0,53,9,3,0,2938,54.87,2,53.7,1271,0,42.13,1415,1423,1732,898,707,549,1,1,NA,NA,0,44.04,1,401,73.9,1,19.16,46.86,39.41,NA,46.39,4,53.44,41.16,62.09,44.4,1822,1847,1141,3148,49.55,2,57.65,35.32,1,1071,27.65,6,1,35.93,2,55.04,NA
1003,0,19,7,3,0,5000,41.98,1,43.86,1599,0,68.69,1279,1164,798,1289,1621,1483,0,0,1,1534,0,47.47,NA,1318,NA,NA,68.8,38.68,33.26,59.99,43.04,0,34.24,NA,43.05,NA,1217,2823,2016,1477,53.9,4,60.49,47.81,1,1830,47.74,4,0,52.58,3,38.46,1
1004,1,46,1,5,1,2094,NA,0,51.61,724,0,45.57,NA,1664,732,1152,1845,713,0,0,4,NA,0,55.32,NA,865,47.62,1,NA,30.98,35.12,62.35,52.93,9,52.86,NA,48.62,61.63,3817,3876,1505,1991,74,3,56.52,60.57,0,1723,52.35,2,1,59.04,6,NA,1
1005,0,37,7,3,1,3745,68,1,68.94,935,0,60.36,3028,766,1210,4543,3067,2692,0,1,4,NA,1,60.12,1,2145,24.38,2,58.95,56.7,48.05,42.12,36.04,2,47.28,37.78,58.65,59.65,1958,2856,4015,3181,65.48,3,62.65,60.38,0,1226,54.45,2,NA,61.75,5,56.7,1
1006,0,24,10,7,0,1824,49.31,1,51.48,541,0,50.8,1767,1651,1517,2275,1936,396,0,1,2,737,0,32.09,NA,2225,45,2,51.9,52.4,43.85,44.66,NA,2,67.88,34.72,43.39,NA,NA,2528,2080,2469,46.51,4,42.19,47.69,0,1160,44.51,4,NA,NA,3,47.53,0
1007,1,43,7,6,0,1601,38.83,1,40.47,2105,0,51.46,2419,NA,1290,1756,3048,1523,1,0,4,NA,NA,66.99,0,4966,57.75,2,48.53,50.4,47.2,46.91,58.9,1,39.14,NA,NA,39.26,794,1413,1008,801,44.03,5,49.22,63.51,0,1763,66.02,2,1,46.59,2,NA,0
1008,0,23,12,4,0,2990,25.08,4,35.7,NA,0,45.08,948,3715,1800,3092,1344,1025,0,0,4,NA,1,63.58,0,1103,54.43,3,47.13,51.51,45.79,44.5,37.59,4,45.7,54.76,NA,33.83,1443,1675,1633,2366,61.03,4,54.96,NA,0,709,39.72,2,0,57.24,3,36.55,0
1009,1,45,12,6,0,1900,43.81,3,57.29,676,1,50.4,2455,3448,3262,2909,2620,1018,NA,1,3,3696,1,66.88,0,1961,54.89,3,49.48,48.46,61.18,53.01,41.63,2,30.7,50.23,64.39,42.47,603,1497,1152,1481,43.78,6,58.56,45.64,1,649,41.05,3,0,56.93,1,41.05,1
1010,0,61,10,4,1,1789,56.87,NA,54.3,2018,1,48.6,1711,688,2113,4961,656,2776,1,1,2,3056,NA,40.46,1,2151,52.3,1,61.43,56.48,49.92,60.46,NA,1,66.62,55.95,75.55,42.29,NA,1165,NA,1141,48.97,6,71.36,48.23,0,1122,38.84,4,0,52.82,4,42.74,1
1011,1,48,1,3,0,1342,29.77,4,41.22,3867,0,25.28,763,1110,1050,1610,3572,NA,0,1,2,1176,1,64.92,1,1646,49.54,2,41.31,54.55,49.04,45.36,53.87,1,51.1,53.9,44.08,52.84,1667,1855,1828,1101,54.05,3,41.43,64.79,1,870,47.48,4,0,60.22,6,50.32,1
1012,1,38,5,2,1,1441,35.71,5,36.13,1841,1,24.17,483,NA,NA,437,899,2044,1,0,1,NA,0,53.14,0,306,NA,5,28.34,62.56,61.05,41.14,41.33,NA,24.39,35.24,61.2,53.72,869,893,1400,NA,49.86,1,42.26,NA,0,652,13.54,6,1,41.95,2,31.13,NA
1013,1,36,8,3,0,2081,37.54,3,24.82,1231,0,40.39,1018,2194,2262,1305,1261,1926,1,1,3,2557,1,60.69,1,2346,65.02,4,38.72,55.34,48.75,37.14,45.41,2,56.22,49.03,45.36,NA,1033,1289,NA,989,40.41,1,56.36,41.62,0,420,43.84,2,1,35.69,1,30,0
1014,0,53,5,4,1,2151,55.83,2,NA,1387,0,58.47,1150,1196,939,1901,1725,NA,0,0,NA,1296,NA,69.01,1,1522,38.02,3,62.21,53.63,NA,58.96,60.46,6,24.21,45.07,42.95,66.61,NA,1199,733,997,35.27,1,37.71,34.02,0,504,NA,5,1,46.42,0,NA,NA
1015,0,45,11,5,0,4986,39.66,4,56.33,1369,1,54.11,715,848,1022,1001,2020,1727,1,0,0,NA,1,40.79,NA,NA,51.36,4,52.88,31.91,45.06,61.92,43.69,5,45.38,50.89,39.75,47.89,1205,1712,1644,2201,53.79,4,56.8,47.79,1,1620,63.63,2,0,NA,3,51.73,0
1016,0,63,6,4,0,1593,47.55,4,34.36,1401,0,40.65,2201,1780,1867,2024,3310,1535,1,1,NA,1500,1,38.1,NA,NA,46.59,5,36.33,55.15,42.33,50.86,70.57,NA,51.61,47.77,56.08,39.33,964,2105,1484,1898,44.38,5,59.84,41.9,1,1306,54.03,3,0,48.17,4,42.52,0
1017,1,38,13,3,0,2567,NA,4,49.96,1013,1,53.49,1848,1889,1740,3326,2014,1506,1,0,6,2290,1,53.76,0,NA,58.55,5,47.7,58.84,NA,46.92,32.33,1,51.24,57.22,66.04,54.42,569,NA,728,1214,49.55,2,56.53,72.25,0,804,46.75,3,0,43.71,2,54.31,NA
1018,0,60,7,5,0,1528,32.59,2,38.27,755,0,46.02,875,2086,NA,590,1874,851,0,0,0,1024,0,33.26,0,NA,60.42,1,45.62,49.06,57.82,39.53,46.22,4,61.64,49.65,39.93,52.98,3175,3196,1944,1762,51.72,3,37.31,61.48,1,1237,45.39,1,0,65.58,3,52.41,NA
1019,0,49,9,5,1,1305,NA,3,50.79,885,0,33.83,4375,3152,1339,2653,NA,1422,1,1,1,434,0,66.36,0,1010,46.12,1,44.09,59.79,54.85,49.42,48.55,2,62.03,54.9,60.05,41.69,2278,3623,1054,3302,52.74,3,40.49,65.61,1,2160,63.38,1,1,39.87,2,40.68,1
1020,0,22,5,4,1,3366,53.49,4,71.07,1438,1,59.96,NA,1815,3826,1335,860,1866,NA,0,3,2587,0,67.86,1,1731,47.85,2,40.79,49.65,54.66,27.91,46.82,1,53.45,32.85,49.38,43.17,588,NA,1431,499,41.95,0,43.15,53.25,1,2875,72.7,4,0,55.24,3,45.42,0
1021,0,48,6,3,0,1669,42.28,2,33.91,1507,1,64.09,1532,1975,3137,749,1643,1517,NA,0,1,1320,0,NA,0,1046,42.27,1,51.75,44.74,46.31,46.32,63.11,4,48.66,NA,56.56,45.73,738,422,657,NA,39.96,3,58.04,56.01,1,1239,50.87,1,0,49.13,5,50.88,1
1022,0,66,4,6,1,2333,56.19,6,NA,457,0,49.94,342,1675,1173,1101,298,1186,0,0,5,NA,0,47.79,NA,2052,67.55,3,57.48,62.61,37.54,56.24,35.38,2,NA,45.99,45.56,55.34,1259,1598,1451,1879,40.43,2,55.56,47.05,1,1288,47.22,5,NA,37.75,1,NA,1
1023,0,40,10,8,0,2529,39.18,3,38.27,1230,1,51.44,1868,1082,1875,1759,1848,1152,1,1,4,844,1,69.14,0,959,NA,2,NA,46.7,54.08,48.24,54.75,3,NA,60.21,51.09,55.25,755,763,803,623,44.54,2,33.65,53.12,1,590,44.98,3,0,48.69,2,51.46,0
1024,1,66,8,4,0,1177,59.17,4,46.41,1356,0,27.61,1745,2683,929,1113,NA,NA,0,1,3,2324,1,48.22,1,1840,NA,3,65.14,NA,NA,47.13,45.37,5,43.74,51.94,55.26,41.26,6294,4039,6054,5419,55.99,3,NA,52.03,1,NA,42.52,4,0,42.91,1,33.47,0
1025,0,63,9,5,0,2548,NA,1,55.24,1959,1,46.79,1829,2070,1309,1624,NA,548,0,1,3,NA,0,33.21,0,2842,52.34,0,67.61,34.5,49.8,47.25,60.65,NA,72.76,41.95,59.7,NA,811,1209,1577,1741,75.95,2,67.85,49.07,1,2042,72.98,3,1,49.12,5,47.38,0
1026,1,39,10,7,1,2286,47.46,3,30.66,1391,0,61.28,1295,4054,1618,1930,NA,1682,1,1,5,NA,1,49.85,1,1194,50.37,2,53.28,59.48,59.53,46.3,47.67,4,40,43.63,60.27,50.67,5433,5034,4796,6756,76.73,6,45.35,70.94,1,984,68.59,2,NA,63.45,5,63.44,1
1027,0,35,11,3,0,567,61.73,4,33.56,NA,1,67.43,700,1087,1893,NA,1510,985,1,1,1,1589,1,54.44,0,1114,67.93,2,44.75,56.54,39.81,41.26,48.57,3,59.78,44.47,54.28,51.98,986,437,771,485,46.69,NA,45.32,42.61,0,1136,43.43,NA,0,42.02,0,30.8,0
1028,0,25,8,5,1,4386,49.42,1,51.13,5134,1,46.55,1996,3064,1917,1581,1552,1199,1,1,3,1872,1,42.76,0,NA,86.02,4,42.2,33.61,40.13,NA,49.88,2,NA,57.29,NA,NA,2784,1836,3240,2012,54.07,3,70.41,NA,0,1503,46.04,2,0,38.57,2,59.17,1
1029,1,48,8,2,0,1884,NA,5,56.18,1436,0,38.83,1770,2082,3431,1843,1646,1075,1,0,2,964,0,46.88,0,1399,55.1,2,48.68,51.31,59.24,43.43,NA,3,49.68,71.04,57.87,27.96,630,1181,754,NA,51.36,2,63.39,74.38,1,3991,50.99,1,NA,61.33,3,53.94,1
1030,0,64,11,4,0,4302,51.12,2,67.36,2388,1,44.95,1180,1072,575,1115,1246,1242,1,0,4,2095,NA,45.89,0,1718,29.54,1,28.54,50.29,51.64,59.54,54.15,3,51.81,63.9,40.85,56.95,7574,3895,3171,4483,51.23,NA,32.62,52.61,1,2408,65.25,1,1,68.88,6,63.63,1
1031,0,41,11,2,1,2319,49.54,5,47.46,1526,1,70.35,NA,777,829,1216,1462,3317,1,1,NA,1034,0,57,0,1842,48.13,3,43.34,64.44,27.4,58.38,49.6,3,50.41,47.62,58.23,42.48,1175,1498,NA,1182,61.1,2,42.09,26.21,0,1564,44.42,4,NA,44.64,3,43.7,1
1032,0,42,6,3,0,3276,37.33,5,43.3,529,0,36.57,574,1219,1118,1355,995,2118,1,NA,3,NA,1,45.05,0,1894,55.32,5,43.46,61.96,39.65,34.19,54.78,3,51.82,NA,49.16,49.13,1020,837,903,1525,59.04,2,47.17,41.79,1,994,51.29,2,0,56.24,5,49.04,0
1033,0,35,5,5,1,1470,35.78,4,34.89,879,1,51.54,3383,2083,734,2166,1387,951,0,0,4,NA,1,51.6,1,1829,53.69,6,55.78,47.16,54.47,55.79,60.6,4,68.08,49.11,38.81,59.47,1034,859,940,854,22.13,3,36.5,59.35,1,1627,47.51,NA,0,52.65,5,73.44,0
1034,0,30,4,1,0,2501,52.03,2,45.56,561,0,56.68,580,1138,568,967,NA,549,NA,0,3,972,0,59.91,1,916,57.77,5,76,48.55,55.76,NA,52.57,4,46.62,63.29,35.28,33.66,794,1220,2314,1584,43.76,3,54.86,27.04,1,479,37.12,5,NA,43.32,3,49.81,0
1035,1,33,-0,7,1,862,37.08,2,40.81,2138,0,34.87,710,402,444,313,625,580,0,1,NA,931,0,50.72,1,708,NA,5,41.92,50.17,64.32,42.94,31.72,1,44.36,47.72,53.53,37.4,1419,444,471,844,62.31,1,48.01,38.81,0,675,29.78,5,1,NA,2,23.97,NA
1036,1,42,13,7,0,1619,42.09,1,48.34,2038,1,59.61,5361,1836,1791,1968,2351,1632,1,1,3,1795,1,58.39,0,1106,52.8,5,34.59,49.96,24.44,NA,62.84,5,43.95,42.78,NA,40.15,736,449,NA,346,42.92,1,43.65,57.25,0,1791,42.63,NA,0,52.91,5,54.26,1
