"date","bib6","bio6","bib8","bio8"
1934-08-06,102,103,109,108
1934-08-07,102,103,109,108
1934-08-08,102,103,109,108
1934-08-09,102,103,109,108
1934-08-10,102,103,109,108
1934-08-11,102,103,109,108
1934-08-12,102,103,109,108
1934-08-13,102,103,109,108
1934-08-14,102,103,109,108
1934-08-15,102,103,109,108
1934-08-16,102,103,109,108
1934-08-17,102,103,109,108
1934-08-18,102,103,109,108
1934-08-19,102,103,109,108
1934-08-20,102,103,109,108
1934-08-21,102,103,109,109
